borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
1034,commercial paper,5.21,3y,fixed,11118063,0.5523,False,False,False,False,False,579251.08,0,6140506.19
1035,bank line,11.08,1m,fixed,15160861,0.3847,False,False,False,False,False,1679823.4,1,5832383.23
1036,commercial paper,6.71,3y,floating,28218986,0.558,False,False,False,False,False,1893493.96,0,15746194.19
1037,term loan,10.05,1m,floating,38775097,0.9324,False,False,False,False,False,3896897.25,1,36153900.44
1038,commercial paper,7.84,3y,floating,13842019,0.4858,False,False,False,False,False,1085214.29,0,6724452.83
1039,bank line,7.06,1y,fixed,16803849,0.0345,False,False,False,False,False,1186351.74,0,579732.79
1040,commercial paper,9.31,6m,fixed,36345926,0.5809,False,False,False,False,False,3383805.71,0,21113348.41
1041,commercial paper,10.38,3m,fixed,11636331,0.3257,False,False,False,False,False,1207851.16,1,3789953.01
1042,ncd,8.15,1m,floating,41261145,0.7781,False,False,False,False,False,3362783.32,1,32105296.92
1043,ncd,8.27,3m,floating,18955690,0.4699,False,False,False,False,False,1567635.56,1,8907278.73
1044,commercial paper,5.41,6m,fixed,37776093,0.7414,False,False,False,False,False,2043686.63,0,28007195.35
1045,commercial paper,11.47,3y,fixed,1801038,0.9088,False,False,False,False,False,206579.06,0,1636783.33
1046,bank line,10.93,1y,floating,26544638,0.3623,False,False,False,False,False,2901328.93,0,9617122.35
1047,commercial paper,7.79,3m,floating,47448952,0.9894,False,False,False,False,False,3696273.36,1,46945993.11
1048,term loan,10.35,3y,fixed,37508788,0.1498,False,False,False,False,False,3882159.56,0,5618816.44
1049,ncd,7.19,1m,floating,25598421,0.6439,False,False,False,False,False,1840526.47,1,16482823.28
1050,term loan,10.11,3m,floating,5323672,0.0348,False,False,False,False,False,538223.24,1,185263.79
1051,commercial paper,8.62,3m,floating,25138929,0.2131,False,False,False,False,False,2166975.68,1,5357105.77
1052,bank line,8.23,1m,floating,32648764,0.6338,False,False,False,False,False,2686993.28,1,20692786.62
1053,term loan,5.4,6m,floating,19103460,0.0462,False,False,False,False,False,1031586.84,0,882579.85
1054,commercial paper,11.76,3y,fixed,17044205,0.1018,False,False,False,False,False,2004398.51,0,1735100.07
1055,ncd,10.86,3m,fixed,36319414,0.291,False,False,False,False,False,3944288.36,1,10568949.47
1056,commercial paper,10.55,3y,floating,19405010,0.5756,False,False,False,False,False,2047228.56,0,11169523.76
1057,ncd,7.13,1y,fixed,7978130,0.016,False,False,False,False,False,568840.67,0,127650.08
1058,bank line,7.03,3y,floating,29550653,0.4824,False,False,False,False,False,2077410.91,0,14255235.01
1059,ncd,9.01,3y,fixed,36248437,0.6257,False,False,False,False,False,3265984.17,0,22680647.03
1060,commercial paper,10.92,1m,fixed,18272532,0.4025,False,False,False,False,False,1995360.49,1,7354694.13
1061,bank line,11.54,3y,fixed,24355378,0.0676,False,False,False,False,False,2810610.62,0,1646423.55
1062,ncd,6.88,6m,floating,27762976,0.6109,False,False,False,False,False,1910092.75,0,16960402.04
1063,ncd,9.25,3y,fixed,25874334,0.6058,False,False,False,False,False,2393375.9,0,15674671.54
1064,term loan,10.07,1y,fixed,28118258,0.506,False,False,False,False,False,2831508.58,0,14227838.55
1065,ncd,6.58,3y,floating,32240318,0.6931,False,False,False,False,False,2121412.92,0,22345764.41
1066,commercial paper,7.85,1m,fixed,1907865,0.2078,False,False,False,False,False,149767.4,1,396454.35
1067,bank line,6.31,1y,fixed,14038685,0.6785,False,False,False,False,False,885841.02,0,9525247.77
1068,commercial paper,9.89,1m,floating,48966110,0.1615,False,False,False,False,False,4842748.28,1,7908026.76
1069,ncd,11.05,6m,fixed,3263819,0.3927,False,False,False,False,False,360652.0,0,1281701.72
1070,commercial paper,11.14,6m,floating,5880632,0.0676,False,False,False,False,False,655102.4,0,397530.72
1071,term loan,9.69,1m,floating,49455860,0.8191,False,False,False,False,False,4792272.83,1,40509294.93
1072,commercial paper,7.43,6m,floating,24254076,0.5382,False,False,False,False,False,1802077.85,0,13053543.7
1073,bank line,9.63,1m,floating,27305682,0.971,False,False,False,False,False,2629537.18,1,26513817.22
1074,bank line,11.05,3m,fixed,19172599,0.9423,False,False,False,False,False,2118572.19,1,18066340.04
1075,ncd,9.38,3y,floating,26958152,0.9986,False,False,False,False,False,2528674.66,0,26920410.59
1076,bank line,7.89,3m,fixed,24427352,0.1013,False,False,False,False,False,1927318.07,1,2474490.76
1077,commercial paper,11.44,6m,floating,12879535,0.6066,False,False,False,False,False,1473418.8,0,7812725.93
1078,ncd,10.85,1m,floating,4787048,0.4076,False,False,False,False,False,519394.71,1,1951200.76
1079,commercial paper,11.18,1m,fixed,2921714,0.5327,False,False,False,False,False,326647.63,1,1556397.05
1080,term loan,11.32,1m,floating,28390513,0.3088,False,False,False,False,False,3213806.07,1,8766990.41
1081,commercial paper,7.76,1m,floating,7610036,0.0481,False,False,False,False,False,590538.79,1,366042.73
1082,bank line,11.02,3y,floating,3907162,0.7078,False,False,False,False,False,430569.25,0,2765489.26
1083,bank line,8.99,1y,floating,4345839,0.9658,False,False,False,False,False,390690.93,0,4197211.31
1084,term loan,5.27,3m,fixed,22196654,0.5324,False,False,False,False,False,1169763.67,1,11817498.59
1085,ncd,9.45,6m,floating,26020726,0.3296,False,False,False,False,False,2458958.61,0,8576431.29
1086,bank line,8.29,1m,fixed,21766398,0.9383,False,False,False,False,False,1804434.39,1,20423411.24
1087,bank line,6.93,3m,floating,36019626,0.3647,False,False,False,False,False,2496160.08,1,13136357.6
1088,bank line,11.79,1y,floating,1516485,0.9145,False,False,False,False,False,178793.58,0,1386825.53
1089,term loan,5.39,3m,fixed,4980962,0.8557,False,False,False,False,False,268473.85,1,4262209.18
1090,term loan,11.62,6m,fixed,7364621,0.5287,False,False,False,False,False,855768.96,0,3893675.12
1091,bank line,6.11,1m,fixed,8428101,0.6769,False,False,False,False,False,514956.97,1,5704981.57
1092,ncd,7.64,6m,floating,7183614,0.7003,False,False,False,False,False,548828.11,0,5030684.88
1093,bank line,7.92,1m,floating,21348912,0.6411,False,False,False,False,False,1690833.83,1,13686787.48
1094,commercial paper,10.12,1y,fixed,16797234,0.1607,False,False,False,False,False,1699880.08,0,2699315.5
1095,commercial paper,6.51,6m,floating,45200887,0.6928,False,False,False,False,False,2942577.74,0,31315174.51
1096,ncd,11.9,3m,floating,34158338,0.0032,False,False,False,False,False,4064842.22,1,109306.68
1097,bank line,10.24,1y,fixed,18083870,0.71,False,False,False,False,False,1851788.29,0,12839547.7
1098,ncd,10.53,6m,fixed,1729317,0.5548,False,False,False,False,False,182097.08,0,959425.07
1099,commercial paper,5.75,1m,fixed,36067385,0.2598,False,False,False,False,False,2073874.64,1,9370306.62
1100,bank line,8.33,1y,floating,18542480,0.8038,False,False,False,False,False,1544588.58,0,14904445.42
1101,bank line,11.62,1m,fixed,27890931,0.4053,False,False,False,False,False,3240926.18,1,11304194.33
1102,commercial paper,6.89,3y,fixed,40579780,0.4858,False,False,False,False,False,2795946.84,0,19713657.12
1103,ncd,6.02,3m,floating,29177332,0.0277,False,False,False,False,False,1756475.39,1,808212.1
1104,ncd,8.4,1m,fixed,47282447,0.4013,False,False,False,False,False,3971725.55,1,18974445.98
1105,term loan,11.51,6m,floating,23218384,0.1674,False,False,False,False,False,2672436.0,0,3886757.48
1106,term loan,8.41,3y,fixed,4785999,0.2761,False,False,False,False,False,402502.52,0,1321414.32
1107,term loan,7.83,1y,fixed,41730552,0.2521,False,False,False,False,False,3267502.22,0,10520272.16
1108,ncd,9.55,6m,floating,1584212,0.046,False,False,False,False,False,151292.25,0,72873.75
1109,bank line,11.56,1y,fixed,11443432,0.4605,False,False,False,False,False,1322860.74,0,5269700.44
1110,bank line,5.34,3y,fixed,11342180,0.5226,False,False,False,False,False,605672.41,0,5927423.27
1111,term loan,6.07,6m,fixed,3034600,0.5711,False,False,False,False,False,184200.22,0,1733060.06
1112,ncd,5.93,1m,floating,25367924,0.4622,False,False,False,False,False,1504317.89,1,11725054.47
1113,term loan,5.6,6m,floating,43185791,0.8695,False,False,False,False,False,2418404.3,0,37550045.27
1114,ncd,7.11,3m,fixed,12173792,0.0377,False,False,False,False,False,865556.61,1,458951.96
1115,ncd,6.61,1m,floating,8807988,0.6138,False,False,False,False,False,582208.01,1,5406343.03
1116,term loan,8.84,3m,floating,31913764,0.8661,False,False,False,False,False,2821176.74,1,27640511.0
1117,bank line,7.29,6m,floating,35856549,0.041,False,False,False,False,False,2613942.42,0,1470118.51
1118,bank line,7.84,6m,floating,2761061,0.4963,False,False,False,False,False,216467.18,0,1370314.57
1119,ncd,11.59,1y,fixed,37715766,0.589,False,False,False,False,False,4371257.28,0,22214586.17
1120,commercial paper,6.09,6m,fixed,10801728,0.1909,False,False,False,False,False,657825.24,0,2062049.88
1121,commercial paper,7.72,1m,fixed,12718601,0.2525,False,False,False,False,False,981876.0,1,3211446.75
1122,commercial paper,6.8,3m,fixed,1125242,0.7856,False,False,False,False,False,76516.46,1,883990.12
1123,term loan,8.84,3y,floating,37967714,0.5674,False,False,False,False,False,3356345.92,0,21542880.92
1124,bank line,10.15,3m,fixed,7784239,0.3158,False,False,False,False,False,790100.26,1,2458262.68
1125,commercial paper,10.72,1y,fixed,8695631,0.7648,False,False,False,False,False,932171.64,0,6650418.59
1126,commercial paper,8.61,3y,fixed,41180365,0.7467,False,False,False,False,False,3545629.43,0,30749378.55
1127,commercial paper,10.98,3y,fixed,6428740,0.3454,False,False,False,False,False,705875.65,0,2220486.8
1128,commercial paper,10.5,6m,fixed,32146831,0.4886,False,False,False,False,False,3375417.26,0,15706941.63
1129,term loan,6.1,1y,fixed,7572345,0.6645,False,False,False,False,False,461913.04,0,5031823.25
1130,bank line,6.72,1y,floating,8178378,0.3432,False,False,False,False,False,549587.0,0,2806819.33
1131,bank line,9.7,6m,floating,16286769,0.629,False,False,False,False,False,1579816.59,0,10244377.7
1132,bank line,11.82,1m,fixed,41729991,0.2511,False,False,False,False,False,4932484.94,1,10478400.74
1133,commercial paper,7.63,6m,fixed,40688656,0.292,False,False,False,False,False,3104544.45,0,11881087.55
1134,ncd,6.61,1y,fixed,38723021,0.3107,False,False,False,False,False,2559591.69,0,12031242.62
1135,term loan,11.08,3y,floating,37271280,0.9361,False,False,False,False,False,4129657.82,0,34889645.21
1136,term loan,6.4,1m,floating,17681323,0.8337,False,False,False,False,False,1131604.67,1,14740918.99
1137,term loan,9.88,1y,fixed,35301425,0.5652,False,False,False,False,False,3487780.79,0,19952365.41
1138,bank line,5.24,1y,fixed,30180567,0.5639,False,False,False,False,False,1581461.71,0,17018821.73
1139,bank line,5.13,6m,floating,12633606,0.0561,False,False,False,False,False,648103.99,0,708745.3
1140,term loan,8.16,3m,fixed,3957861,0.6495,False,False,False,False,False,322961.46,1,2570630.72
1141,commercial paper,9.6,1y,fixed,36841073,0.3281,False,False,False,False,False,3536743.01,0,12087556.05
1142,ncd,6.0,3m,floating,47994154,0.6123,False,False,False,False,False,2879649.24,1,29386820.49
1143,bank line,10.35,1m,floating,10873496,0.8402,False,False,False,False,False,1125406.84,1,9135911.34
1144,bank line,5.9,3y,floating,10158207,0.0455,False,False,False,False,False,599334.21,0,462198.42
1145,commercial paper,8.74,3m,fixed,16745916,0.6071,False,False,False,False,False,1463593.06,1,10166445.6
1146,commercial paper,7.16,3m,floating,7220496,0.5642,False,False,False,False,False,516987.51,1,4073803.84
1147,bank line,10.27,3m,floating,6809376,0.2068,False,False,False,False,False,699322.92,1,1408178.96
1148,commercial paper,10.63,3m,fixed,24005569,0.6464,False,False,False,False,False,2551791.98,1,15517199.8
1149,commercial paper,5.46,3m,floating,33818342,0.5548,False,False,False,False,False,1846481.47,1,18762416.14
1150,commercial paper,6.35,1m,floating,4131081,0.7673,False,False,False,False,False,262323.64,1,3169778.45
1151,ncd,11.25,1y,floating,6726861,0.1106,False,False,False,False,False,756771.86,0,743990.83
1152,ncd,7.91,3y,fixed,23960011,0.4436,False,False,False,False,False,1895236.87,0,10628660.88
1153,ncd,8.34,1y,fixed,29197200,0.9979,False,False,False,False,False,2435046.48,0,29135885.88
1154,commercial paper,6.18,1m,floating,4306061,0.6893,False,False,False,False,False,266114.57,1,2968167.85
1155,commercial paper,11.96,1m,fixed,27640818,0.6843,False,False,False,False,False,3305841.83,1,18914611.76
1156,ncd,11.46,3m,fixed,38617161,0.3179,False,False,False,False,False,4425526.65,1,12276395.48
1157,ncd,5.01,1m,fixed,3573559,0.0939,False,False,False,False,False,179035.31,1,335557.19
1158,term loan,8.86,1m,floating,40031270,0.9495,False,False,False,False,False,3546770.52,1,38009690.86
1159,bank line,11.11,3m,fixed,40445980,0.1055,False,False,False,False,False,4493548.38,1,4267050.89
1160,ncd,8.01,1m,fixed,5559941,0.9927,False,False,False,False,False,445351.27,1,5519353.43
1161,term loan,8.06,1m,fixed,17385767,0.1258,False,False,False,False,False,1401292.82,1,2187129.49
1162,term loan,7.66,1m,floating,15070302,0.1709,False,False,False,False,False,1154385.13,1,2575514.61
1163,ncd,5.2,6m,fixed,36413689,0.3084,False,False,False,False,False,1893511.83,0,11229981.69
1164,term loan,10.53,1y,fixed,1742058,0.5124,False,False,False,False,False,183438.71,0,892630.52
1165,ncd,8.2,6m,fixed,35409580,0.7904,False,False,False,False,False,2903585.56,0,27987732.03
1166,bank line,8.72,1y,fixed,43580576,0.971,False,False,False,False,False,3800226.23,0,42316739.3
1167,bank line,6.79,3m,floating,41667399,0.3588,False,False,False,False,False,2829216.39,1,14950262.76
1168,bank line,10.49,3m,fixed,47735888,0.0204,False,False,False,False,False,5007494.65,1,973812.12
1169,ncd,10.56,1y,floating,14388113,0.6167,False,False,False,False,False,1519384.73,0,8873149.29
1170,term loan,8.87,1y,fixed,27551860,0.7108,False,False,False,False,False,2443849.98,0,19583862.09
1171,ncd,11.33,3y,floating,30809638,0.3974,False,False,False,False,False,3490731.99,0,12243750.14
1172,bank line,5.81,1y,fixed,19957932,0.1835,False,False,False,False,False,1159555.85,0,3662280.52
1173,term loan,10.51,1y,floating,3262584,0.306,False,False,False,False,False,342897.58,0,998350.7
1174,commercial paper,8.91,3m,floating,15478995,0.6558,False,False,False,False,False,1379178.45,1,10151124.92
1175,bank line,6.62,3m,floating,41549436,0.4942,False,False,False,False,False,2750572.66,1,20533731.27
1176,ncd,5.93,1m,fixed,28504152,0.7434,False,False,False,False,False,1690296.21,1,21189986.6
1177,ncd,7.11,1m,floating,1333338,0.2182,False,False,False,False,False,94800.33,1,290934.35
1178,ncd,10.99,3m,fixed,29733538,0.842,False,False,False,False,False,3267715.83,1,25035639.0
1179,commercial paper,10.51,1m,floating,34996315,0.1559,False,False,False,False,False,3678112.71,1,5455925.51
1180,term loan,9.52,6m,fixed,28024168,0.3299,False,False,False,False,False,2667900.79,0,9245173.02
1181,ncd,5.63,6m,fixed,32278394,0.5912,False,False,False,False,False,1817273.58,0,19082986.53
1182,ncd,11.68,1m,floating,48019853,0.7369,False,False,False,False,False,5608718.83,1,35385829.68
1183,ncd,7.14,1m,fixed,28088060,0.2662,False,False,False,False,False,2005487.48,1,7477041.57
1184,bank line,9.25,1y,fixed,9018224,0.9481,False,False,False,False,False,834185.72,0,8550178.17
1185,bank line,10.62,1y,floating,25089451,0.7061,False,False,False,False,False,2664499.7,0,17715661.35
1186,commercial paper,5.93,6m,fixed,38173603,0.2177,False,False,False,False,False,2263694.66,0,8310393.37
1187,term loan,9.57,6m,fixed,1027396,0.7258,False,False,False,False,False,98321.8,0,745684.02
1188,term loan,5.23,1y,fixed,10032458,0.6963,False,False,False,False,False,524697.55,0,6985600.51
1189,ncd,5.71,1y,floating,45981994,0.7527,False,False,False,False,False,2625571.86,0,34610646.88
1190,ncd,10.06,1y,fixed,11127399,0.9159,False,False,False,False,False,1119416.34,0,10191584.74
1191,bank line,6.09,1m,floating,14218267,0.7117,False,False,False,False,False,865892.46,1,10119140.62
1192,bank line,8.1,3m,floating,22045926,0.3519,False,False,False,False,False,1785720.01,1,7757961.36
1193,bank line,6.74,6m,floating,3208581,0.7905,False,False,False,False,False,216258.36,0,2536383.28
1194,bank line,7.95,3y,floating,48930989,0.6959,False,False,False,False,False,3890013.63,0,34051075.25
1195,ncd,5.54,1y,fixed,23147603,0.5743,False,False,False,False,False,1282377.21,0,13293668.4
1196,bank line,10.28,1m,fixed,32924453,0.3538,False,False,False,False,False,3384633.77,1,11648671.47
1197,term loan,5.55,6m,fixed,41991704,0.921,False,False,False,False,False,2330539.57,0,38674359.38
1198,bank line,10.87,1y,fixed,18730316,0.5128,False,False,False,False,False,2035985.35,0,9604906.04
1199,commercial paper,9.64,1m,fixed,49217392,0.6281,False,False,False,False,False,4744556.59,1,30913443.92
1200,bank line,7.92,6m,floating,36760203,0.4154,False,False,False,False,False,2911408.08,0,15270188.33
1201,ncd,11.07,6m,floating,20466504,0.7808,False,False,False,False,False,2265641.99,0,15980246.32
1202,ncd,6.3,3y,floating,38411130,0.341,False,False,False,False,False,2419901.19,0,13098195.33
1203,ncd,6.85,3y,fixed,9958943,0.8106,False,False,False,False,False,682187.6,0,8072719.2
1204,bank line,5.96,6m,floating,16228834,0.1079,False,False,False,False,False,967238.51,0,1751091.19
1205,term loan,7.67,1m,fixed,15591344,0.709,False,False,False,False,False,1195856.08,1,11054262.9
1206,ncd,11.91,1y,fixed,1839319,0.4769,False,False,False,False,False,219062.89,0,877171.23
1207,term loan,6.13,1y,fixed,46205480,0.6988,False,False,False,False,False,2832395.92,0,32288389.42
1208,ncd,10.82,6m,floating,40858257,0.5314,False,False,False,False,False,4420863.41,0,21712077.77
1209,ncd,9.56,1y,floating,2050236,0.1343,False,False,False,False,False,196002.56,0,275346.69
1210,term loan,5.11,3y,floating,35564741,0.477,False,False,False,False,False,1817358.27,0,16964381.46
1211,commercial paper,11.61,1y,floating,37726357,0.9646,False,False,False,False,False,4380030.05,0,36390843.96
1212,ncd,11.8,3m,floating,17008746,0.7548,False,False,False,False,False,2007032.03,1,12838201.48
1213,term loan,11.47,3y,fixed,4364749,0.3002,False,False,False,False,False,500636.71,0,1310297.65
1214,ncd,8.51,3y,floating,20877579,0.9441,False,False,False,False,False,1776681.97,0,19710522.33
1215,bank line,6.54,6m,floating,29527059,0.7789,False,False,False,False,False,1931069.66,0,22998626.26
1216,term loan,7.74,6m,floating,14136401,0.3644,False,False,False,False,False,1094157.44,0,5151304.52
1217,ncd,9.3,1y,fixed,1100759,0.6036,False,False,False,False,False,102370.59,0,664418.13
1218,commercial paper,7.65,1y,floating,10748469,0.4267,False,False,False,False,False,822257.88,0,4586371.72
1219,bank line,9.96,6m,floating,19233022,0.0967,False,False,False,False,False,1915608.99,0,1859833.23
1220,ncd,10.57,1m,fixed,40762894,0.806,False,False,False,False,False,4308637.9,1,32854892.56
1221,bank line,6.47,1y,floating,28586782,0.1911,False,False,False,False,False,1849564.8,0,5462934.04
1222,commercial paper,7.83,1m,fixed,5965120,0.458,False,False,False,False,False,467068.9,1,2732024.96
1223,term loan,11.7,3y,fixed,47877710,0.7026,False,False,False,False,False,5601692.07,0,33638879.05
1224,ncd,6.75,3m,floating,47267061,0.9322,False,False,False,False,False,3190526.62,1,44062354.26
1225,term loan,7.43,1m,floating,15139937,0.0627,False,False,False,False,False,1124897.32,1,949274.05
1226,ncd,5.25,1y,floating,40496883,0.3932,False,False,False,False,False,2126086.36,0,15923374.4
1227,ncd,7.33,6m,fixed,13465153,0.6146,False,False,False,False,False,986995.71,0,8275683.03
1228,term loan,7.6,6m,floating,26073571,0.7793,False,False,False,False,False,1981591.4,0,20319133.88
1229,term loan,5.7,3m,fixed,22467286,0.9209,False,False,False,False,False,1280635.3,1,20690123.68
1230,ncd,5.01,3m,fixed,1638061,0.0005,False,False,False,False,False,82066.86,1,819.03
1231,commercial paper,9.03,3y,floating,7387615,0.6278,False,False,False,False,False,667101.63,0,4637944.7
1232,commercial paper,7.11,1m,floating,32585586,0.0069,False,False,False,False,False,2316835.16,1,224840.54
1233,ncd,5.12,3m,fixed,33406924,0.7873,False,False,False,False,False,1710434.51,1,26301271.27
1234,term loan,11.02,3y,floating,26427808,0.1497,False,False,False,False,False,2912344.44,0,3956242.86
1235,commercial paper,9.09,3y,fixed,49814697,0.8946,False,False,False,False,False,4528155.96,0,44564227.94
1236,ncd,6.2,3y,floating,8680766,0.1551,False,False,False,False,False,538207.49,0,1346386.81
1237,bank line,11.06,1y,floating,19645005,0.7643,False,False,False,False,False,2172737.55,0,15014677.32
1238,ncd,6.78,3m,floating,15187792,0.2893,False,False,False,False,False,1029732.3,1,4393828.23
1239,term loan,6.59,6m,floating,41314233,0.5573,False,False,False,False,False,2722607.95,0,23024422.05
1240,ncd,11.26,3y,fixed,49626319,0.6084,False,False,False,False,False,5587923.52,0,30192652.48
1241,bank line,6.26,6m,fixed,46710239,0.2068,False,False,False,False,False,2924060.96,0,9659677.43
1242,bank line,11.15,1y,fixed,35916558,0.2987,False,False,False,False,False,4004696.22,0,10728275.87
1243,ncd,10.62,1m,fixed,42478762,0.1075,False,False,False,False,False,4511244.52,1,4566466.92
1244,bank line,7.17,1y,fixed,34373430,0.0053,False,False,False,False,False,2464574.93,0,182179.18
1245,ncd,5.24,1y,fixed,44528971,0.2395,False,False,False,False,False,2333318.08,0,10664688.55
1246,term loan,5.58,3m,floating,28033312,0.516,False,False,False,False,False,1564258.81,1,14465188.99
1247,term loan,5.77,3y,floating,35280834,0.7136,False,False,False,False,False,2035704.12,0,25176403.14
1248,term loan,11.24,1y,fixed,13846154,0.7936,False,False,False,False,False,1556307.71,0,10988307.81
1249,commercial paper,7.83,3y,fixed,34693620,0.0698,False,False,False,False,False,2716510.45,0,2421614.68
1250,ncd,5.23,6m,fixed,4421226,0.2724,False,False,False,False,False,231230.12,0,1204341.96
1251,term loan,8.9,1m,fixed,2854596,0.7702,False,False,False,False,False,254059.04,1,2198609.84
1252,ncd,6.46,1m,fixed,36660206,0.4809,False,False,False,False,False,2368249.31,1,17629893.07
1253,bank line,6.65,6m,fixed,43271514,0.1822,False,False,False,False,False,2877555.68,0,7884069.85
1254,term loan,6.13,3m,floating,39621054,0.3922,False,False,False,False,False,2428770.61,1,15539377.38
1255,commercial paper,10.33,6m,floating,23982067,0.27,False,False,False,False,False,2477347.52,0,6475158.09
1256,term loan,5.0,6m,fixed,33809167,0.0507,False,False,False,False,False,1690458.35,0,1714124.77
1257,commercial paper,8.07,3m,fixed,31554850,0.7636,False,False,False,False,False,2546476.4,1,24095283.46
1258,bank line,5.61,3m,floating,34786319,0.2917,False,False,False,False,False,1951512.5,1,10147169.25
1259,ncd,8.87,1y,floating,11051407,0.9451,False,False,False,False,False,980259.8,0,10444684.76
1260,bank line,7.42,3y,floating,4994069,0.8881,False,False,False,False,False,370559.92,0,4435232.68
1261,bank line,5.2,1m,floating,23020675,0.7163,False,False,False,False,False,1197075.1,1,16489709.5
1262,bank line,8.23,3m,floating,29373241,0.3266,False,False,False,False,False,2417417.73,1,9593300.51
1263,bank line,8.99,3m,fixed,34233887,0.2799,False,False,False,False,False,3077626.44,1,9582064.97
1264,bank line,6.73,1y,floating,6927514,0.4753,False,False,False,False,False,466221.69,0,3292647.4
1265,ncd,10.36,1y,floating,6704462,0.3546,False,False,False,False,False,694582.26,0,2377402.23
1266,commercial paper,7.6,3y,floating,29209554,0.9012,False,False,False,False,False,2219926.1,0,26323650.06
1267,bank line,10.25,3m,floating,22043225,0.1235,False,False,False,False,False,2259430.56,1,2722338.29
1268,term loan,9.05,3m,floating,43691278,0.7245,False,False,False,False,False,3954060.66,1,31654330.91
1269,commercial paper,11.08,1y,floating,12689723,0.6109,False,False,False,False,False,1406021.31,0,7752151.78
1270,commercial paper,8.83,6m,floating,20279881,0.8063,False,False,False,False,False,1790713.49,0,16351668.05
1271,term loan,6.3,3y,floating,5925025,0.5425,False,False,False,False,False,373276.58,0,3214326.06
1272,term loan,10.76,3m,floating,13406782,0.6295,False,False,False,False,False,1442569.74,1,8439569.27
1273,term loan,10.48,1m,floating,5498928,0.9627,False,False,False,False,False,576287.65,1,5293817.99
1274,term loan,11.81,1m,floating,34028316,0.092,False,False,False,False,False,4018744.12,1,3130605.07
1275,term loan,5.66,1y,fixed,26180703,0.1049,False,False,False,False,False,1481827.79,0,2746355.74
1276,bank line,9.14,1m,floating,48022175,0.3936,False,False,False,False,False,4389226.8,1,18901528.08
1277,commercial paper,8.44,1y,floating,10056044,0.4727,False,False,False,False,False,848730.11,0,4753492.0
1278,term loan,9.7,6m,fixed,32122939,0.1999,False,False,False,False,False,3115925.08,0,6421375.51
1279,term loan,11.86,1y,floating,12457291,0.0827,False,False,False,False,False,1477434.71,0,1030217.97
1280,ncd,8.73,3m,floating,16013551,0.0222,False,False,False,False,False,1397983.0,1,355500.83
1281,commercial paper,9.8,1m,floating,5227686,0.7646,False,False,False,False,False,512313.23,1,3997088.72
1282,commercial paper,7.43,3m,fixed,44463497,0.4851,False,False,False,False,False,3303637.83,1,21569242.39
1283,bank line,7.09,1m,fixed,43202949,0.8434,False,False,False,False,False,3063089.08,1,36437367.19
1284,commercial paper,7.35,1m,fixed,29384292,0.3608,False,False,False,False,False,2159745.46,1,10601852.55
1285,term loan,5.27,1y,floating,45965073,0.7034,False,False,False,False,False,2422359.35,0,32331832.35
1286,ncd,6.99,3y,fixed,2973103,0.4885,False,False,False,False,False,207819.9,0,1452360.82
1287,commercial paper,6.21,1m,floating,48885726,0.6121,False,False,False,False,False,3035803.58,1,29922952.88
1288,ncd,8.2,1m,fixed,20806178,0.3702,False,False,False,False,False,1706106.6,1,7702447.1
1289,term loan,8.23,3y,floating,7680706,0.0812,False,False,False,False,False,632122.1,0,623673.33
1290,ncd,10.36,3m,fixed,13394308,0.9474,False,False,False,False,False,1387650.31,1,12689767.4
1291,commercial paper,8.52,1m,fixed,29333498,0.8361,False,False,False,False,False,2499214.03,1,24525737.68
1292,commercial paper,8.24,1y,floating,39272544,0.3119,False,False,False,False,False,3236057.63,0,12249106.47
1293,bank line,6.62,3y,floating,21128803,0.9587,False,False,False,False,False,1398726.76,0,20256183.44
1294,term loan,10.97,3y,floating,26340873,0.3005,False,False,False,False,False,2889593.77,0,7915432.34
1295,bank line,5.64,1m,floating,1698092,0.443,False,False,False,False,False,95772.39,1,752254.76
1296,bank line,11.88,3m,floating,1005634,0.7551,False,False,False,False,False,119469.32,1,759354.23
1297,term loan,8.33,3m,fixed,49020841,0.309,False,False,False,False,False,4083436.06,1,15147439.87
1298,commercial paper,6.3,6m,floating,12131834,0.3245,False,False,False,False,False,764305.54,0,3936780.13
1299,ncd,7.48,6m,floating,12989019,0.4101,False,False,False,False,False,971578.62,0,5326796.69
1300,bank line,5.11,1y,floating,32726472,0.4684,False,False,False,False,False,1672322.72,0,15329079.48
1301,commercial paper,6.17,1m,fixed,3189980,0.1236,False,False,False,False,False,196821.77,1,394281.53
1302,commercial paper,7.35,3m,floating,20505673,0.0175,False,False,False,False,False,1507166.97,1,358849.28
1303,bank line,8.88,6m,fixed,13649370,0.9192,False,False,False,False,False,1212064.06,0,12546500.9
1304,bank line,5.91,1m,floating,41660926,0.3532,False,False,False,False,False,2462160.73,1,14714639.06
1305,bank line,9.73,1m,floating,40702636,0.1017,False,False,False,False,False,3960366.48,1,4139458.08
1306,commercial paper,10.91,3m,floating,30152061,0.7592,False,False,False,False,False,3289589.86,1,22891444.71
1307,term loan,9.01,1m,fixed,38415519,0.2951,False,False,False,False,False,3461238.26,1,11336419.66
